RUBRO,AÑOMES,CONCEPTO,60 - BANCO MUNDO MUJER S.A.,52 - BANCAMÍA S.A.,53 - BANCO W S.A.,62 - MIBANCO S.A.,30 - BANCO CAJA SOCIAL S.A.
149110,202310,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.25805727,0.0108928,0.84091116,0.00132979,5.94337549
149115,202211,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.23649736999999998,0.01189567,0.01095804,0.01140553,5.60179459
149115,202212,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.25655624,0.012536700000000001,0.01458041,0.0104014,5.6855426200000005
149115,202301,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.27521309000000005,0.00351636,0.02238274,0.0128757,6.258623190000001
149115,202302,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.26565765999999996,0.00623045,0.00382444,0.00984781,6.67495484
149115,202303,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.25020782999999996,0.0067538,0.0023189699999999996,0.00408237,6.44608124
149115,202304,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.23572424,0.00734973,0.02753054,0.00480296,7.35157205
149115,202305,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.28502467,0.004167069999999999,0.00145627,0.00257843,7.26507718
149115,202306,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.31847007,0.00151754,0.0005820399999999999,0.004790310000000001,7.23231821
149115,202307,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.31019327,0.0032387199999999996,0.01943856,0.00672579,7.88200865
149115,202308,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.29673816999999997,0.0052963,0.0062571599999999995,0.00310544,7.52554802
149115,202309,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.29091121000000003,0.00547096,0.00120407,0.0031033600000000003,7.32191171
149115,202310,CATEGORIA C - CREDITO APRECIABLE CARTERA DE CONSUMO,0.49327902,0.006507010000000001,0.01471336,0.00506401,8.487950230000001
149120,202211,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,2.39963973,0.11147079,0.9409389100000001,0.17720626,22.3243338
149120,202212,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,4.269535240000001,0.00460918,0.74593067,0.15716029,38.47441484
149120,202301,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,4.758951639999999,0.030748849999999998,0.61488126,0.1408769,52.77638133
149120,202302,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,5.1936522,0.026348740000000002,0.60200635,0.15562991,63.20984457
149120,202303,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,3.65191041,0.0267015,1.00590565,0.15968262,30.02185267
149120,202304,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,3.79041365,0.03679575,1.2030333500000001,0.11090961,46.78169397
149120,202305,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,3.6104779,0.04460162,1.46511227,0.13150313,65.01249183
149120,202306,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,5.81855985,0.06044791,1.17614171,0.12573762,41.296694159999994
149120,202307,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,5.91391516,0.04098424,1.3532606699999998,0.11664874,57.72468701
149120,202308,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,5.45191966,0.06874577999999999,1.29023947,0.11076942999999999,75.85345909
149120,202309,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,3.47168142,0.03533816,1.77622823,0.10835621000000001,47.55958449
149120,202310,CATEGORIA D - CREDITO SIGNIFICATIVO CARTERA DE CONSUMO,3.37602665,0.04195825,1.4505794699999999,0.07699321,60.08629396
149125,202211,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,4.77591519,0.15342248,1.87602165,0.0375685,54.85232989
149125,202212,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,3.5345475499999996,0.11490364,1.67372329,0.03593343,57.48202354
149125,202301,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,3.38657788,0.12580196000000002,1.7648416599999999,0.05651414,60.509175899999995
149125,202302,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,3.54245641,0.12560047,1.78591256,0.050430699999999995,67.04620459
149125,202303,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,5.66033404,0.1290128,1.90413268,0.03213294,58.665131009999996
149125,202304,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,6.06015722,0.0990516,1.93853198,0.08973202000000001,59.98688206
149125,202305,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,6.3785031100000005,0.12463131,1.8820462,0.01791625,64.37153099
149125,202306,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,5.96363534,0.14835204000000002,2.00069515,0.028524869999999997,59.29691977
149125,202307,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,5.94072476,0.14805866,2.15611178,0.03843654,63.52318821
149125,202308,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,5.60750944,0.13887585,2.0260222199999998,0.04586798,68.5655957
149125,202309,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,7.72416966,0.08987400999999999,2.2403945800000002,0.0307103,63.238406659999995
149125,202310,CATEGORIA E - CREDITO IRRECUPERABLE CARTERA DE CONSUMO,7.72885743,0.05257206,2.68867107,0.05086857,72.12440898
149300,202211,DETERIORO (PROVISION) MICROCREDITOS,91.0158508,80.44192855,54.45667775,29.68692157,41.73967636
149300,202212,DETERIORO (PROVISION) MICROCREDITOS,96.66062251000001,80.02091804000001,51.43109443,30.77008077,44.62681565
149300,202301,DETERIORO (PROVISION) MICROCREDITOS,98.85562726,82.20955467,54.45253531,31.98992689,46.42437268
149300,202302,DETERIORO (PROVISION) MICROCREDITOS,105.95269247,82.77496305,56.27065528,33.823021950000005,49.12968883
149300,202303,DETERIORO (PROVISION) MICROCREDITOS,106.31412018,87.66296867,60.149104210000004,34.466209479999996,47.52995179
149300,202304,DETERIORO (PROVISION) MICROCREDITOS,110.91921053,89.52854495999999,63.9067491,36.37605822,49.42424523
149300,202305,DETERIORO (PROVISION) MICROCREDITOS,115.88464092,92.23792004,64.65751825,38.80132484000001,52.803913969999996
149300,202306,DETERIORO (PROVISION) MICROCREDITOS,120.46806418999999,93.46295053,67.24834548999999,40.18545401,52.054741119999996
149300,202307,DETERIORO (PROVISION) MICROCREDITOS,125.13079441,84.19641535,71.22627117,41.98882368,54.20500768
149300,202308,DETERIORO (PROVISION) MICROCREDITOS,127.61387022,92.8440148,75.89731662999999,42.873336159999994,46.62324546
149300,202309,DETERIORO (PROVISION) MICROCREDITOS,132.15671152,57.21043624,77.31618865,42.50377991,46.107301729999996
149300,202310,DETERIORO (PROVISION) MICROCREDITOS,135.39263799,66.21888694,76.40869588,43.3636026,46.73854876
149305,202211,CATEGORIA A - CREDITO NORMAL,16.791739460000002,15.465251279999999,11.540914800000001,10.37686342,20.15579301
149305,202212,CATEGORIA A - CREDITO NORMAL,16.73710795,15.51146586,11.79840325,10.47063167,20.03194246
149305,202301,CATEGORIA A - CREDITO NORMAL,16.79189785,15.73540261,11.90105705,10.54676407,19.9185612
149305,202302,CATEGORIA A - CREDITO NORMAL,16.95493168,15.98700576,12.02194208,10.70740031,19.93997302
149305,202303,CATEGORIA A - CREDITO NORMAL,17.13195739,16.24347789,12.245672279999999,10.862939599999999,20.19016596
149305,202304,CATEGORIA A - CREDITO NORMAL,17.228329010000003,16.33021961,12.41329519,10.89300237,20.19478803
149305,202305,CATEGORIA A - CREDITO NORMAL,17.36153172,16.34108807,12.52557019,11.047549539999999,20.28963756
149305,202306,CATEGORIA A - CREDITO NORMAL,17.425293739999997,16.47924058,12.18598444,11.17313753,20.33156216
149305,202307,CATEGORIA A - CREDITO NORMAL,17.47009943,16.112868470000002,12.19938216,11.34181477,20.356793460000002
149305,202308,CATEGORIA A - CREDITO NORMAL,17.60703702,16.027697279999998,12.304867199999999,11.5328415,9.39145729
149305,202309,CATEGORIA A - CREDITO NORMAL,17.7025681,15.14517938,12.43608558,11.817956539999999,9.54122171
149305,202310,CATEGORIA A - CREDITO NORMAL,17.68205829,14.84422902,12.48512068,11.967006609999999,9.65269193
149310,202211,CATEGORIA B - CREDITO ACEPTABLE,0.87644548,1.2938313700000001,2.32449649,0.43068183000000004,0.7713215400000001
149310,202212,CATEGORIA B - CREDITO ACEPTABLE,0.95755206,1.86111275,2.04699164,0.47729709000000003,0.80557829
149310,202301,CATEGORIA B - CREDITO ACEPTABLE,0.98523605,1.88572524,1.9953088,0.51029635,0.80480275
149310,202302,CATEGORIA B - CREDITO ACEPTABLE,1.04879775,1.92318374,2.04635563,0.56203412,0.8729434
149310,202303,CATEGORIA B - CREDITO ACEPTABLE,1.17126278,1.79386975,1.84359524,0.57473288,0.8094062900000001
149310,202304,CATEGORIA B - CREDITO ACEPTABLE,1.23774377,2.09487041,1.89833034,0.65929567,0.9570285500000001
149310,202305,CATEGORIA B - CREDITO ACEPTABLE,1.3307376299999998,2.24244978,1.8186643,0.75768698,0.94251246
149310,202306,CATEGORIA B - CREDITO ACEPTABLE,1.35862857,1.34483073,3.2465607000000003,0.90717863,1.04517311
149310,202307,CATEGORIA B - CREDITO ACEPTABLE,1.42185868,2.33167081,3.2117201800000004,1.02122624,0.97288208
149310,202308,CATEGORIA B - CREDITO ACEPTABLE,1.43909518,2.22474123,3.02712017,1.09588846,0.60385395
149310,202309,CATEGORIA B - CREDITO ACEPTABLE,1.50965877,3.39035523,2.88873235,1.19555704,0.63594486
149310,202310,CATEGORIA B - CREDITO ACEPTABLE,1.68385407,3.3333573,2.85226428,1.248487,0.6813004699999999
149315,202211,CATEGORIA C - CREDITO APRECIABLE,3.1721375099999998,3.3177509,1.76484579,1.34080694,1.28859458
149315,202212,CATEGORIA C - CREDITO APRECIABLE,3.3694333700000003,7.64922062,1.81204244,1.2718437900000001,1.41999228
149315,202301,CATEGORIA C - CREDITO APRECIABLE,3.6314381,3.8806051,1.79578185,1.35762533,1.58511755
149315,202302,CATEGORIA C - CREDITO APRECIABLE,3.88888721,3.81916146,1.69643345,1.5677610800000001,1.6300771200000002
149315,202303,CATEGORIA C - CREDITO APRECIABLE,6.41026099,5.41141912,1.5672430800000001,1.56264049,1.73432809
149315,202304,CATEGORIA C - CREDITO APRECIABLE,6.4412554900000005,4.29182275,1.8881091399999999,1.7959276899999999,1.74686626
149315,202305,CATEGORIA C - CREDITO APRECIABLE,6.94664512,3.9062626099999997,1.61597747,1.88998729,1.96857747
149315,202306,CATEGORIA C - CREDITO APRECIABLE,7.30196515,2.67954924,2.07634134,2.09720993,1.99616527
149315,202307,CATEGORIA C - CREDITO APRECIABLE,7.6160796500000005,3.64730212,2.06552155,2.2423545299999996,2.2975438599999998
149315,202308,CATEGORIA C - CREDITO APRECIABLE,7.66569613,3.00215992,2.32243255,2.3780512000000003,1.95828855
149315,202309,CATEGORIA C - CREDITO APRECIABLE,7.73551923,5.67865042,1.7951683600000001,2.58919808,1.9894326100000002
149315,202310,CATEGORIA C - CREDITO APRECIABLE,7.82083433,7.16659359,1.95736054,3.0695591099999997,2.1079098700000003
149320,202211,CATEGORIA D - CREDITO SIGNIFICATIVO,6.60059175,10.27885193,2.94353608,3.48607698,2.4875363
149320,202212,CATEGORIA D - CREDITO SIGNIFICATIVO,8.008316429999999,8.71440925,4.23543186,4.0608325899999995,3.70661873
149320,202301,CATEGORIA D - CREDITO SIGNIFICATIVO,7.99497284,10.70239043,4.40812776,3.9414948599999997,3.9639495
149320,202302,CATEGORIA D - CREDITO SIGNIFICATIVO,8.23571616,10.15856008,4.27538022,4.45869617,4.04313022
149320,202303,CATEGORIA D - CREDITO SIGNIFICATIVO,3.6008412400000003,10.232167519999999,4.07750373,5.09345813,3.18519706
149320,202304,CATEGORIA D - CREDITO SIGNIFICATIVO,4.03228029,11.336027289999999,4.0082791,5.72927189,4.11303194
149320,202305,CATEGORIA D - CREDITO SIGNIFICATIVO,3.37076808,12.832625109999999,4.51364792,6.53084042,4.14366839
149320,202306,CATEGORIA D - CREDITO SIGNIFICATIVO,4.28213829,12.990057179999999,4.00105719,6.111840150000001,4.07974126
149320,202307,CATEGORIA D - CREDITO SIGNIFICATIVO,3.90775348,15.22188934,4.67932188,6.58760803,5.13661926
149320,202308,CATEGORIA D - CREDITO SIGNIFICATIVO,3.75549547,21.193315920000003,4.42379546,6.01292499,5.07029373
149320,202309,CATEGORIA D - CREDITO SIGNIFICATIVO,3.9075120099999996,13.30803189,5.33870982,5.77412462,4.37622201
149320,202310,CATEGORIA D - CREDITO SIGNIFICATIVO,2.84868919,19.75018414,4.1389296,6.20610449,5.23739878
149325,202211,CATEGORIA E - CREDITO IRRECUPERABLE,63.57493661,50.08624307,35.882884579999995,14.052492390000001,17.036430940000002
149325,202212,CATEGORIA E - CREDITO IRRECUPERABLE,67.5882127,46.28470957,31.53822524,14.489475630000001,18.66268389
149325,202301,CATEGORIA E - CREDITO IRRECUPERABLE,69.45208242,50.00543129,34.35225985,15.633746279999999,20.15194168
149325,202302,CATEGORIA E - CREDITO IRRECUPERABLE,75.82435967,50.887052,36.2305439,16.52713027,22.64356508
149325,202303,CATEGORIA E - CREDITO IRRECUPERABLE,77.99979778,53.98203438,40.415089869999996,16.372438369999998,21.610854399999997
149325,202304,CATEGORIA E - CREDITO IRRECUPERABLE,81.97960197,55.4756049,43.69873533,17.29856061,22.41253044
149325,202305,CATEGORIA E - CREDITO IRRECUPERABLE,86.87495837,56.91549446,44.183658369999996,18.57526062,25.45951809
149325,202306,CATEGORIA E - CREDITO IRRECUPERABLE,90.10003843999999,59.96927279,45.73840183,19.89608776,24.602099329999998
149325,202307,CATEGORIA E - CREDITO IRRECUPERABLE,94.71500316,46.88268461,49.07032539,20.79582011,25.44116902
149325,202308,CATEGORIA E - CREDITO IRRECUPERABLE,97.14654642,50.396100450000006,53.81910125,21.85363002,29.599351940000002
149325,202309,CATEGORIA E - CREDITO IRRECUPERABLE,101.30145341,19.688219309999997,54.85749253,21.12694363,29.564480539999998
149325,202310,CATEGORIA E - CREDITO IRRECUPERABLE,105.35720211,21.1245229,54.97502077,20.87244539,29.05924771
149810,202211,MICROCREDITO,18.15868503,16.92534096,12.90342892,10.90100948,9.39229432
149810,202212,MICROCREDITO,18.20310582,17.06702894,13.04187521,11.02019671,9.450940050000002
149810,202301,MICROCREDITO,18.30927759,17.360143739999998,13.14898277,11.12324347,9.41520805
149810,202302,MICROCREDITO,18.56121418,17.62506782,13.2841057,11.32711951,9.53323183
149810,202303,MICROCREDITO,18.82879857,17.95296201,13.474088759999999,11.4961778,9.63257718
149810,202304,MICROCREDITO,18.9936384,18.120406149999997,13.70275688,11.57984454,9.78489479
149810,202305,MICROCREDITO,19.211421780000002,18.188501629999998,13.78581052,11.7710001,9.94421186
149810,202306,MICROCREDITO,19.34174791,18.052374309999998,13.9172274,11.989336960000001,10.024352
149810,202307,MICROCREDITO,19.46440443,17.93172411,13.96301421,12.21849898,10.0900333
149810,202308,MICROCREDITO,19.62395992,17.927915260000002,14.06387682,12.431210400000001,10.24472462
149810,202309,MICROCREDITO,19.774581920000003,17.07543296,14.146800970000001,12.74514286,10.389248929999999
149810,202310,MICROCREDITO,19.83214087,16.98051093,14.165328650000001,12.94036128,10.542313550000001
149815,202211,CONSUMO,0.0,0.0,0.0,0.00983008,0.0
149815,202212,CONSUMO,2.54141394,0.0,0.0,0.08531187,0.0
149815,202301,CONSUMO,2.54141394,0.0,0.0,0.08529062,0.0
149815,202302,CONSUMO,2.03313115,0.0,0.0,0.08600139,0.0
149815,202303,CONSUMO,2.03313115,0.0,0.0,0.08709219,0.0
149815,202304,CONSUMO,2.03313115,0.0,0.0,0.08732374000000001,0.0
149815,202305,CONSUMO,2.03313115,0.0,0.0,0.08724121,0.0
149815,202306,CONSUMO,0.0,0.0,0.0,0.08755415,0.0
149815,202307,CONSUMO,0.0,0.0,0.0,0.08747717999999999,0.0
149815,202308,CONSUMO,0.0,0.0,0.0,0.09018861,0.0
149815,202309,CONSUMO,0.0,0.0,0.0,0.09120697,0.0
149815,202310,CONSUMO,0.0,0.0,0.0,0.09112933000000001,0.0
149820,202211,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202212,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202301,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202302,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202303,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202304,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202305,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202306,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202307,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202308,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202309,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149820,202310,COMERCIAL,0.0,0.0,0.0,0.0,0.0
149830,202211,PROVISION GENERAL ADICIONAL,0.0,0.09988611,13.02272471,6.061,0.0
149830,202212,PROVISION GENERAL ADICIONAL,0.0,0.014,13.02272471,6.061,0.0
149830,202301,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,9.061,0.0
149830,202302,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,11.161,0.0
149830,202303,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,12.861,0.0
149830,202304,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,15.671,0.0
149830,202305,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,19.771,0.0
149830,202306,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,25.071,0.0
149830,202307,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,30.331,0.0
149830,202308,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,32.441,0.0
149830,202309,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,35.541,0.0
149830,202310,PROVISION GENERAL ADICIONAL,0.0,0.0,13.02272471,41.051,0.0
200000,202211,PASIVO,2637.73825474,1740.9938548900002,1579.62774018,1698.8435283,17407.4757035
200000,202212,PASIVO,2674.4939541100002,1791.11877065,1573.5957593,1635.6223880999999,17492.29392613
200000,202301,PASIVO,2844.5545061,1803.97274175,1540.71985619,1664.07813797,17369.197539150002
200000,202302,PASIVO,2677.12293648,1884.86158047,1575.94753941,1684.88463597,17583.952616259998
200000,202303,PASIVO,2645.8635973600003,1940.80487696,1642.72510462,1686.73863723,18306.082834290002
200000,202304,PASIVO,2594.27514294,1994.3299709300002,1668.18913769,1669.01507578,18275.68113736
200000,202305,PASIVO,2648.78693265,2029.89186076,1728.55452752,1683.00214697,18187.10577247
200000,202306,PASIVO,2694.15673967,1971.82091164,1715.03799277,1729.46852188,18508.79488414
200000,202307,PASIVO,2702.10490249,1909.6391961,1751.3171944800001,1747.77714803,18614.63457109
200000,202308,PASIVO,2742.39115341,1904.4201142699999,1723.3615893499998,1758.34185385,18532.48454587
200000,202309,PASIVO,2796.52471995,1947.1513016400002,1703.38854662,1815.1704211800002,18301.50362343
200000,202310,PASIVO,2840.80616994,1914.63278525,1765.22205271,1890.84043388,19089.6382916
300000,202211,PATRIMONIO,428.16155176999996,461.05697072000004,566.32629773,243.76273268,2100.26889876
300000,202212,PATRIMONIO,404.07780073000004,466.48396894,569.77991199,294.74429496,2129.4663560599997
300000,202301,PATRIMONIO,406.72836101,470.69025478,570.64154377,290.93676187,2188.15505728
300000,202302,PATRIMONIO,406.93248448,473.14862321,571.58050363,287.74323629,2167.86824863
300000,202303,PATRIMONIO,391.71223336,440.07037933,528.38765116,283.32758995,2104.53600981
300000,202304,PATRIMONIO,390.69418567,440.11324385,528.44169721,277.61012883,2106.4585869000002
300000,202305,PATRIMONIO,389.57451302,440.2148148,528.05185398,270.57473596,2130.18585068
300000,202306,PATRIMONIO,387.93006394,440.79057412000003,525.47412955,264.26066397,2134.66766576
300000,202307,PATRIMONIO,387.04391593,436.83869582,526.35986326,257.03966193,2127.4377182
300000,202308,PATRIMONIO,386.39390492,426.2766237,525.44232464,301.26143336,2111.08961289
300000,202309,PATRIMONIO,385.15527492,430.40337849,521.64303408,296.35030575999997,2065.47552684
300000,202310,PATRIMONIO,385.15915748000003,427.49897581,519.6280778,287.76848392,2071.14460735
400000,202211,INGRESOS DE OPERACIONES,793.2894886900001,734.37126234,797.3094770499999,454.43606581,2562.02052645
400000,202212,INGRESOS DE OPERACIONES,874.31627181,804.94854476,869.15066519,499.62283698000005,2831.03989958
400000,202301,INGRESOS DE OPERACIONES,88.64912864,85.67952197,83.63704356999999,52.26769254,287.47908174
400000,202302,INGRESOS DE OPERACIONES,177.39801059,158.77157352,160.93317644,103.71275059999999,558.27586043
400000,202303,INGRESOS DE OPERACIONES,270.40891983999995,231.54875199,235.89833669,157.24124025,873.24221145
400000,202304,INGRESOS DE OPERACIONES,354.92398086000003,301.65458492,306.76039664999996,209.62364138,1156.87036564
400000,202305,INGRESOS DE OPERACIONES,442.00675561,373.45369266,385.98338079,261.84381486,1441.5255364500001
400000,202306,INGRESOS DE OPERACIONES,531.6330927,445.35716501,462.90197238999997,315.36777978,1714.977781
400000,202307,INGRESOS DE OPERACIONES,619.67055288,514.71122195,540.6880476,369.56595231,2003.08987064
400000,202308,INGRESOS DE OPERACIONES,705.77330566,584.3706278200001,616.06793444,423.16345895,2310.96194829
400000,202309,INGRESOS DE OPERACIONES,794.97373114,652.9172555900001,515.5913523199999,477.04006757999997,2540.67764942
400000,202310,INGRESOS DE OPERACIONES,884.50766198,728.12709689,771.45967791,533.2450757099999,2862.97049518
410200,202211,INGRESOS FINANCIEROS CARTERA,606.98707576,486.48172558,380.72969713,317.20822461,1499.99722674
410200,202212,INGRESOS FINANCIEROS CARTERA,668.79537097,538.20809796,419.8057513,353.6322874,1666.99801946
410200,202301,INGRESOS FINANCIEROS CARTERA,61.57474328,51.77094514,38.96564626,37.06720824,166.60883687
410200,202302,INGRESOS FINANCIEROS CARTERA,125.47087262000001,104.66823079000001,75.67204994,75.19771534,322.94003408
410200,202303,INGRESOS FINANCIEROS CARTERA,190.44259497,158.91333572,115.86177536,114.19553949,509.54011484
410200,202304,INGRESOS FINANCIEROS CARTERA,256.38620108000003,213.84201011000002,155.12955406999998,153.45210183,680.86939437
410200,202305,INGRESOS FINANCIEROS CARTERA,323.82694696,269.52331505,196.22804037,192.98857752,859.7752199199999
410200,202306,INGRESOS FINANCIEROS CARTERA,392.55651799000003,325.14503357999996,235.47639697999998,233.21088174000002,1035.49225223
410200,202307,INGRESOS FINANCIEROS CARTERA,461.77852429,379.43761001,278.03284376,273.87975277,1220.46591728
410200,202308,INGRESOS FINANCIEROS CARTERA,531.9358359,434.1760999,320.23326256,315.16690599000003,1404.48479799
410200,202309,INGRESOS FINANCIEROS CARTERA,603.11896986,487.9531318,361.92196707,357.19909504000003,1588.32483356
410200,202310,INGRESOS FINANCIEROS CARTERA,674.17137432,543.64403902,404.44474268,399.92651027,1780.1099342
410202,202211,CREDITOS COMERCIALES,54.582747600000005,27.72073555,31.01188598,51.98220786,180.06533478999998
410202,202212,CREDITOS COMERCIALES,60.88379915,30.870858629999997,34.61843594,58.738739689999996,205.34336609000002
410202,202301,CREDITOS COMERCIALES,6.4148656,3.10964667,3.57649968,6.87602364,24.802788739999997
410202,202302,CREDITOS COMERCIALES,13.01180183,6.28373239,7.10614364,13.94793936,47.98194141
410202,202303,CREDITOS COMERCIALES,19.799715289999998,9.53278634,10.82967995,21.138013899999997,76.40260311
410202,202304,CREDITOS COMERCIALES,26.79368286,12.82155005,14.34110624,28.47928964,100.25432861
410202,202305,CREDITOS COMERCIALES,34.00037442,16.170721789999998,17.8320698,35.91494282,124.78099016
410202,202306,CREDITOS COMERCIALES,41.35472676,20.258185219999998,21.2820808,43.548832270000005,148.74868134
410202,202307,CREDITOS COMERCIALES,48.862708,23.81231598,24.84269875,51.27978881,174.09274827000002
410202,202308,CREDITOS COMERCIALES,56.51466028,27.32868445,28.65619255,59.105509770000005,199.09387846
410202,202309,CREDITOS COMERCIALES,64.2341836,30.723999399999997,32.27217167,67.07392782,223.50547836
410202,202310,CREDITOS COMERCIALES,71.96285831,34.00187904,35.954564590000004,75.200527,248.30528706
410204,202211,CREDITOS DE CONSUMO,50.78188784,1.91952664,10.025517220000001,0.83227987,465.81434736
410204,202212,CREDITOS DE CONSUMO,56.38744375,2.07260349,11.33008924,0.87884923,518.22064929
410204,202301,CREDITOS DE CONSUMO,5.6341331,0.14329058,1.12712254,0.045996989999999995,52.114784189999995
410204,202302,CREDITOS DE CONSUMO,11.48316481,0.27647689000000003,2.17894305,0.09049397,100.68583862999999
410204,202303,CREDITOS DE CONSUMO,17.50986183,0.40125469,3.70480345,0.1358706,160.736616
410204,202304,CREDITOS DE CONSUMO,23.73773575,0.52129874,5.16666994,0.18332353,215.25067727
410204,202305,CREDITOS DE CONSUMO,30.10185887,0.63210519,6.78926158,0.22399044,275.035648
410204,202306,CREDITOS DE CONSUMO,36.59886711,0.7359309300000001,8.32673617,0.26306807,332.63893281000003
410204,202307,CREDITOS DE CONSUMO,43.17553854,0.83405108,9.931201269999999,0.29957490000000003,394.71629273
410204,202308,CREDITOS DE CONSUMO,49.850963899999996,0.92596977,11.541473880000002,0.33760284,456.80537625
410204,202309,CREDITOS DE CONSUMO,56.58548108,1.0134620600000002,13.26228166,0.37652409000000003,519.0976106
410204,202310,CREDITOS DE CONSUMO,63.19407152,1.09387198,15.037232269999999,0.41413153,586.801987
410212,202211,MICROCREDITOS,494.18422843999997,436.51575081,334.65509473000003,255.93060716,191.66072268000002
410212,202212,MICROCREDITOS,543.30725488,483.27224068,368.34090927,284.41713333999996,213.15923841
410212,202301,MICROCREDITOS,48.89423621,46.13064729,33.76168319,29.25873741,21.04839848
410212,202302,MICROCREDITOS,99.48544278,93.44756222,65.41274102,59.413529049999994,40.459132329999996
410212,202303,MICROCREDITOS,150.79520743999998,141.37999864,99.82576062000001,90.24858062,64.78131009
410212,202304,MICROCREDITOS,202.73792241,190.24817808,133.62468248000002,121.23787351,86.544128
410212,202305,MICROCREDITOS,255.73945855000002,239.76733602000002,169.18321898,152.40268049000002,110.36185273000001
410212,202306,MICROCREDITOS,309.6166248,288.36629199000004,203.03213221000001,184.04292839,132.9711442
410212,202307,MICROCREDITOS,363.62459723,336.35133210000004,240.04380451,216.03870961,157.4588676
410212,202308,MICROCREDITOS,418.52859055,384.37951193000004,276.37501993,248.55052391,181.46892595
410212,202309,MICROCREDITOS,474.26033238,431.81196144,312.26834905000004,281.66043469,205.11001069999998
410212,202310,MICROCREDITOS,530.12932571,481.27870088,348.96493618,315.31352986,230.82736112
419800,202211,RECUPERACIONES DETERIORO (PROVISION),52.69389972,143.30770884,132.13855142,76.01125886,230.63216958
419800,202212,RECUPERACIONES DETERIORO (PROVISION),54.69768409,150.67758092,138.04952416,77.48205887,239.58016675
419800,202301,RECUPERACIONES DETERIORO (PROVISION),8.783617439999999,22.64792748,13.53227424,5.7699536,39.27993926
419800,202302,RECUPERACIONES DETERIORO (PROVISION),15.31135718,32.13953728,23.23637616,9.915677449999999,62.53615746
